TrackId,Name,AlbumId,MediaTypeId,GenreId,Composer
710,It's Just A Thought,55,1,1,J.C. Fogerty
711,Molina,55,1,1,J.C. Fogerty
712,Born To Move,55,1,1,J.C. Fogerty
713,Lookin' For A Reason,55,1,1,J.C. Fogerty
714,Hello Mary Lou,55,1,1,J.C. Fogerty
745,Comin' Home,58,1,1,Bolin/Coverdale/Paice
746,Lady Luck,58,1,1,Cook/Coverdale
747,Gettin' Tighter,58,1,1,Bolin/Hughes
748,Dealer,58,1,1,Bolin/Coverdale
749,I Need Love,58,1,1,Bolin/Coverdale
750,Drifter,58,1,1,Bolin/Coverdale
751,Love Child,58,1,1,Bolin/Coverdale
752,This Time Around / Owed to 'G' [Instrumental],58,1,1,Bolin/Hughes/Lord
753,You Keep On Moving,58,1,1,Coverdale/Hughes
754,Speed King,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
755,Bloodsucker,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
756,Child In Time,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
757,Flight Of The Rat,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
758,Into The Fire,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
759,Living Wreck,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
760,Hard Lovin' Man,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice"
761,Fireball,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
762,No No No,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
763,Strange Kind Of Woman,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
764,Anyone's Daughter,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
765,The Mule,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
766,Fools,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
767,No One Came,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice"
768,Knocking At Your Back Door,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover"
769,Bad Attitude,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord"
770,Child In Time (Son Of Aleric - Instrumental),61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice"
771,Nobody's Home,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice"
772,Black Night,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice"
773,Perfect Strangers,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover"
774,The Unwritten Law,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice"
775,Call Of The Wild,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord"
776,Hush,61,1,1,South
777,Smoke On The Water,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice"
778,Space Trucking,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice"
779,Highway Star,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
780,Maybe I'm A Leo,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
781,Pictures Of Home,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
782,Never Before,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
783,Smoke On The Water,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
784,Lazy,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
785,Space Truckin',62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover
786,Vavoom : Ted The Mechanic,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
787,Loosen My Strings,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
788,Soon Forgotten,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
789,Sometimes I Feel Like Screaming,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
790,Cascades : I'm Not Your Lover,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
791,The Aviator,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
792,Rosa's Cantina,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
793,A Castle Full Of Rascals,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
794,A Touch Away,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
795,Hey Cisco,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
796,Somebody Stole My Guitar,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
797,The Purpendicular Waltz,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice"
798,King Of Dreams,64,1,1,"Blackmore, Glover, Turner"
799,The Cut Runs Deep,64,1,1,"Blackmore, Glover, Turner, Lord, Paice"
800,Fire In The Basement,64,1,1,"Blackmore, Glover, Turner, Lord, Paice"
801,Truth Hurts,64,1,1,"Blackmore, Glover, Turner"
802,Breakfast In Bed,64,1,1,"Blackmore, Glover, Turner"
803,Love Conquers All,64,1,1,"Blackmore, Glover, Turner"
804,Fortuneteller,64,1,1,"Blackmore, Glover, Turner, Lord, Paice"
805,Too Much Is Not Enough,64,1,1,"Turner, Held, Greenwood"
806,Wicked Ways,64,1,1,"Blackmore, Glover, Turner, Lord, Paice"
807,Stormbringer,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore
808,Love Don't Mean a Thing,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore
809,Holy Man,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord
810,Hold On,65,1,1,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord
811,Lady Double Dealer,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore
812,You Can't Do it Right (With the One You Love),65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore
813,High Ball Shooter,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore
814,The Gypsy,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore
815,Soldier Of Fortune,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore
816,The Battle Rages On,66,1,1,ian paice/jon lord
817,Lick It Up,66,1,1,roger glover
818,Anya,66,1,1,jon lord/roger glover
819,Talk About Love,66,1,1,roger glover
820,Time To Kill,66,1,1,roger glover
821,Ramshackle Man,66,1,1,roger glover
822,A Twist In The Tail,66,1,1,roger glover
823,Nasty Piece Of Work,66,1,1,jon lord/roger glover
824,Solitaire,66,1,1,roger glover
825,One Man's Meat,66,1,1,roger glover
826,Pour Some Sugar On Me,67,1,1,
827,Photograph,67,1,1,
828,Love Bites,67,1,1,
829,Let's Get Rocked,67,1,1,
830,Two Steps Behind [Acoustic Version],67,1,1,
831,Animal,67,1,1,
832,Heaven Is,67,1,1,
833,Rocket,67,1,1,
834,When Love & Hate Collide,67,1,1,
835,Action,67,1,1,
836,Make Love Like A Man,67,1,1,
837,Armageddon It,67,1,1,
838,Have You Ever Needed Someone So Bad,67,1,1,
839,Rock Of Ages,67,1,1,
840,Hysteria,67,1,1,
841,Bringin' On The Heartbreak,67,1,1,
842,Roll Call,68,1,2,Jim Beard
843,Otay,68,1,2,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger"
844,Groovus Interruptus,68,1,2,Jim Beard
845,Paris On Mine,68,1,2,Jon Herington
846,In Time,68,1,2,Sylvester Stewart
847,Plan B,68,1,2,"Dean Brown, Dennis Chambers & Jim Beard"
848,Outbreak,68,1,2,Jim Beard & Jon Herington
849,"Baltimore, DC",68,1,2,John Scofield
850,Talkin Loud and Saying Nothin,68,1,2,James Brown & Bobby Byrd
891,Layla,72,1,6,Clapton/Gordon
892,Badge,72,1,6,Clapton/Harrison
893,I Feel Free,72,1,6,Bruce/Clapton
894,Sunshine Of Your Love,72,1,6,Bruce/Clapton
895,Crossroads,72,1,6,Clapton/Robert Johnson Arr: Eric Clapton
896,Strange Brew,72,1,6,Clapton/Collins/Pappalardi
897,White Room,72,1,6,Bruce/Clapton
898,Bell Bottom Blues,72,1,6,Clapton
899,Cocaine,72,1,6,Cale/Clapton
900,I Shot The Sheriff,72,1,6,Marley
901,After Midnight,72,1,6,Clapton/J. J. Cale
902,Swing Low Sweet Chariot,72,1,6,Clapton/Trad. Arr. Clapton
903,Lay Down Sally,72,1,6,Clapton/Levy
904,Knockin On Heavens Door,72,1,6,Clapton/Dylan
905,Wonderful Tonight,72,1,6,Clapton
906,Let It Grow,72,1,6,Clapton
907,Promises,72,1,6,Clapton/F.eldman/Linn
908,I Can't Stand It,72,1,6,Clapton
909,Signe,73,1,6,Eric Clapton
910,Before You Accuse Me,73,1,6,Eugene McDaniel
911,Hey Hey,73,1,6,Big Bill Broonzy
912,Tears In Heaven,73,1,6,"Eric Clapton, Will Jennings"
913,Lonely Stranger,73,1,6,Eric Clapton
914,Nobody Knows You When You're Down & Out,73,1,6,Jimmy Cox
915,Layla,73,1,6,"Eric Clapton, Jim Gordon"
916,Running On Faith,73,1,6,Jerry Lynn Williams
917,Walkin' Blues,73,1,6,Robert Johnson
918,Alberta,73,1,6,Traditional
919,San Francisco Bay Blues,73,1,6,Jesse Fuller
920,Malted Milk,73,1,6,Robert Johnson
921,Old Love,73,1,6,"Eric Clapton, Robert Cray"
922,Rollin' And Tumblin',73,1,6,McKinley Morgenfield (Muddy Waters)
923,Collision,74,1,4,Jon Hudson/Mike Patton
924,Stripsearch,74,1,4,Jon Hudson/Mike Bordin/Mike Patton
925,Last Cup Of Sorrow,74,1,4,Bill Gould/Mike Patton
926,Naked In Front Of The Computer,74,1,4,Mike Patton
927,Helpless,74,1,4,Bill Gould/Mike Bordin/Mike Patton
928,Mouth To Mouth,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton
929,Ashes To Ashes,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum
930,She Loves Me Not,74,1,4,Bill Gould/Mike Bordin/Mike Patton
931,Got That Feeling,74,1,4,Mike Patton
932,Paths Of Glory,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum
933,Home Sick Home,74,1,4,Mike Patton
934,Pristina,74,1,4,Bill Gould/Mike Patton
935,Land Of Sunshine,75,1,4,
936,Caffeine,75,1,4,
937,Midlife Crisis,75,1,4,
938,RV,75,1,4,
939,Smaller And Smaller,75,1,4,
940,Everything's Ruined,75,1,4,
941,Malpractice,75,1,4,
942,Kindergarten,75,1,4,
943,Be Aggressive,75,1,4,
944,A Small Victory,75,1,4,
945,Crack Hitler,75,1,4,
946,Jizzlobber,75,1,4,
947,Midnight Cowboy,75,1,4,
948,Easy,75,1,4,
949,Get Out,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
950,Ricochet,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
951,Evidence,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance"
952,The Gentle Art Of Making Enemies,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
953,Star A.D.,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
954,Cuckoo For Caca,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance"
955,Caralho Voador,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance"
956,Ugly In The Morning,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
957,Digging The Grave,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
958,Take This Bottle,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance"
959,King For A Day,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance"
960,What A Day,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
961,The Last To Know,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
962,Just A Man,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
963,Absolute Zero,76,1,1,"Mike Bordin, Billy Gould, Mike Patton"
964,From Out Of Nowhere,77,1,4,Faith No More
965,Epic,77,1,4,Faith No More
966,Falling To Pieces,77,1,4,Faith No More
967,Surprise! You're Dead!,77,1,4,Faith No More
968,Zombie Eaters,77,1,4,Faith No More
969,The Real Thing,77,1,4,Faith No More
970,Underwater Love,77,1,4,Faith No More
971,The Morning After,77,1,4,Faith No More
972,Woodpecker From Mars,77,1,4,Faith No More
973,War Pigs,77,1,4,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne"
974,Edge Of The World,77,1,4,Faith No More
989,In Your Honor,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
990,No Way Back,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
991,Best Of You,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
992,DOA,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
993,Hell,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
994,The Last Song,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
995,Free Me,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
996,Resolve,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
997,The Deepest Blues Are Black,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
998,End Over End,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett"
999,Still,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1000,What If I Do?,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1001,Miracle,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1002,Another Round,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1003,Friend Of A Friend,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1004,Over And Out,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1005,On The Mend,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1006,Virginia Moon,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1007,Cold Day In The Sun,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1008,Razor,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS"
1009,All My Life,81,1,4,Foo Fighters
1010,Low,81,1,4,Foo Fighters
1011,Have It All,81,1,4,Foo Fighters
1012,Times Like These,81,1,4,Foo Fighters
1013,Disenchanted Lullaby,81,1,4,Foo Fighters
1014,Tired Of You,81,1,4,Foo Fighters
1015,Halo,81,1,4,Foo Fighters
1016,Lonely As You,81,1,4,Foo Fighters
1017,Overdrive,81,1,4,Foo Fighters
1018,Burn Away,81,1,4,Foo Fighters
1019,Come Back,81,1,4,Foo Fighters
1020,Doll,82,1,1,"Dave, Taylor, Nate, Chris"
1021,Monkey Wrench,82,1,1,"Dave, Taylor, Nate, Chris"
1022,"Hey, Johnny Park!",82,1,1,"Dave, Taylor, Nate, Chris"
1023,My Poor Brain,82,1,1,"Dave, Taylor, Nate, Chris"
1024,Wind Up,82,1,1,"Dave, Taylor, Nate, Chris"
1025,Up In Arms,82,1,1,"Dave, Taylor, Nate, Chris"
1026,My Hero,82,1,1,"Dave, Taylor, Nate, Chris"
1027,See You,82,1,1,"Dave, Taylor, Nate, Chris"
1028,Enough Space,82,1,1,Dave Grohl
1029,February Stars,82,1,1,"Dave, Taylor, Nate, Chris"
1030,Everlong,82,1,1,Dave Grohl
1031,Walking After You,82,1,1,Dave Grohl
1032,New Way Home,82,1,1,"Dave, Taylor, Nate, Chris"
1073,Óia Eu Aqui De Novo,85,1,10,
1074,Baião Da Penha,85,1,10,
1075,Esperando Na Janela,85,1,10,Manuca/Raimundinho DoAcordion/Targino Godim
1076,Juazeiro,85,1,10,Humberto Teixeira/Luiz Gonzaga
1077,Último Pau-De-Arara,85,1,10,Corumbá/José Gumarães/Venancio
1078,Asa Branca,85,1,10,Humberto Teixeira/Luiz Gonzaga
1079,Qui Nem Jiló,85,1,10,Humberto Teixeira/Luiz Gonzaga
1080,Assum Preto,85,1,10,Humberto Teixeira/Luiz Gonzaga
1081,Pau-De-Arara,85,1,10,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga"
1082,A Volta Da Asa Branca,85,1,10,Luiz Gonzaga/Zé Dantas
1083,O Amor Daqui De Casa,85,1,10,Gilberto Gil
1084,As Pegadas Do Amor,85,1,10,Gilberto Gil
1085,Lamento Sertanejo,85,1,10,Dominguinhos/Gilberto Gil
1086,Casinha Feliz,85,1,10,Gilberto Gil
1102,Doce De Carnaval (Candy All),87,1,2,
1103,Lamento De Carnaval,87,1,2,
1104,Pretinha,87,1,2,
1121,Straight Out Of Line,88,1,3,Sully Erna
1122,Faceless,88,1,3,Sully Erna
1123,Changes,88,1,3,Sully Erna; Tony Rombola
1124,Make Me Believe,88,1,3,Sully Erna
1125,I Stand Alone,88,1,3,Sully Erna
1126,Re-Align,88,1,3,Sully Erna
1127,I Fucking Hate You,88,1,3,Sully Erna
1128,Releasing The Demons,88,1,3,Sully Erna
1129,Dead And Broken,88,1,3,Sully Erna
1130,I Am,88,1,3,Sully Erna
1131,The Awakening,88,1,3,Sully Erna
1132,Serenity,88,1,3,Sully Erna; Tony Rombola
1133,American Idiot,89,1,4,"Billie Joe Armstrong, Mike Dirnt, Tré Cool"
1134,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,89,1,4,Billie Joe Armstrong/Green Day
1135,Holiday,89,1,4,"Billie Joe Armstrong, Mike Dirnt, Tré Cool"
1136,Boulevard Of Broken Dreams,89,1,4,"Mike Dint, Billie Joe, Tré Cool"
1137,Are We The Waiting,89,1,4,Green Day
1138,St. Jimmy,89,1,4,Green Day
1139,Give Me Novacaine,89,1,4,Green Day
1140,She's A Rebel,89,1,4,Green Day
1141,Extraordinary Girl,89,1,4,Green Day
1142,Letterbomb,89,1,4,Green Day
1143,Wake Me Up When September Ends,89,1,4,"Mike Dint, Billie Joe, Tré Cool"
1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,89,1,4,Mike Dirnt/Tré Cool
1145,Whatsername,89,1,4,Green Day
1146,Welcome to the Jungle,90,2,1,
1147,It's So Easy,90,2,1,
1148,Nightrain,90,2,1,
1149,Out Ta Get Me,90,2,1,
1150,Mr. Brownstone,90,2,1,
1151,Paradise City,90,2,1,
1152,My Michelle,90,2,1,
1153,Think About You,90,2,1,
1154,Sweet Child O' Mine,90,2,1,
1155,You're Crazy,90,2,1,
1156,Anything Goes,90,2,1,
1157,Rocket Queen,90,2,1,
1158,Right Next Door to Hell,91,2,1,
1159,Dust N' Bones,91,2,1,
1160,Live and Let Die,91,2,1,
1161,Don't Cry (Original),91,2,1,
1162,Perfect Crime,91,2,1,
1163,You Ain't the First,91,2,1,
1164,Bad Obsession,91,2,1,
1165,Back off Bitch,91,2,1,
1166,Double Talkin' Jive,91,2,1,
1167,November Rain,91,2,1,
1168,The Garden,91,2,1,
1169,Garden of Eden,91,2,1,
1170,Don't Damn Me,91,2,1,
1171,Bad Apples,91,2,1,
1172,Dead Horse,91,2,1,
1173,Coma,91,2,1,
1174,Civil War,92,1,3,Duff McKagan/Slash/W. Axl Rose
1175,14 Years,92,1,3,Izzy Stradlin'/W. Axl Rose
1176,Yesterdays,92,1,3,Billy/Del James/W. Axl Rose/West Arkeen
1177,Knockin' On Heaven's Door,92,1,3,Bob Dylan
1178,Get In The Ring,92,1,3,Duff McKagan/Slash/W. Axl Rose
1179,Shotgun Blues,92,1,3,W. Axl Rose
1180,Breakdown,92,1,3,W. Axl Rose
1181,Pretty Tied Up,92,1,3,Izzy Stradlin'
1182,Locomotive,92,1,3,Slash/W. Axl Rose
1183,So Fine,92,1,3,Duff McKagan
1184,Estranged,92,1,3,W. Axl Rose
1185,You Could Be Mine,92,1,3,Izzy Stradlin'/W. Axl Rose
1186,Don't Cry,92,1,3,Izzy Stradlin'/W. Axl Rose
1187,My World,92,1,3,W. Axl Rose
1188,Colibri,93,1,2,Richard Bull
1189,Love Is The Colour,93,1,2,R. Carless
1190,Magnetic Ocean,93,1,2,Patrick Claher/Richard Bull
1191,Deep Waters,93,1,2,Richard Bull
1192,L'Arc En Ciel De Miles,93,1,2,Kevin Robinson/Richard Bull
1193,Gypsy,93,1,2,Kevin Robinson
1194,Journey Into Sunlight,93,1,2,Jean Paul Maunick
1195,Sunchild,93,1,2,Graham Harvey
1196,Millenium,93,1,2,Maxton Gig Beesley Jnr.
1197,Thinking 'Bout Tomorrow,93,1,2,Fayyaz Virgi/Richard Bull
1198,Jacob's Ladder,93,1,2,Julian Crampton
1199,She Wears Black,93,1,2,G Harvey/R Hope-Taylor
1200,Dark Side Of The Cog,93,1,2,Jean Paul Maunick
1201,Different World,94,2,1,
1202,These Colours Don't Run,94,2,1,
1203,Brighter Than a Thousand Suns,94,2,1,
1204,The Pilgrim,94,2,1,
1205,The Longest Day,94,2,1,
1206,Out of the Shadows,94,2,1,
1207,The Reincarnation of Benjamin Breeg,94,2,1,
1208,For the Greater Good of God,94,2,1,
1209,Lord of Light,94,2,1,
1210,The Legacy,94,2,1,
1211,Hallowed Be Thy Name (Live) [Non Album Bonus Track],94,2,1,
1212,The Number Of The Beast,95,1,3,Steve Harris
1213,The Trooper,95,1,3,Steve Harris
1214,Prowler,95,1,3,Steve Harris
1215,Transylvania,95,1,3,Steve Harris
1216,Remember Tomorrow,95,1,3,Paul Di'Anno/Steve Harris
1217,Where Eagles Dare,95,1,3,Steve Harris
1218,Sanctuary,95,1,3,David Murray/Paul Di'Anno/Steve Harris
1219,Running Free,95,1,3,Paul Di'Anno/Steve Harris
1220,Run To The Hilss,95,1,3,Steve Harris
1221,2 Minutes To Midnight,95,1,3,Adrian Smith/Bruce Dickinson
1222,Iron Maiden,95,1,3,Steve Harris
1223,Hallowed Be Thy Name,95,1,3,Steve Harris
1224,Be Quick Or Be Dead,96,1,3,Bruce Dickinson/Janick Gers
1225,From Here To Eternity,96,1,3,Steve Harris
1226,Can I Play With Madness,96,1,3,Adrian Smith/Bruce Dickinson/Steve Harris
1227,Wasting Love,96,1,3,Bruce Dickinson/Janick Gers
1228,Tailgunner,96,1,3,Bruce Dickinson/Steve Harris
1229,The Evil That Men Do,96,1,3,Adrian Smith/Bruce Dickinson/Steve Harris
1230,Afraid To Shoot Strangers,96,1,3,Steve Harris
1231,Bring Your Daughter... To The Slaughter,96,1,3,Bruce Dickinson
1232,Heaven Can Wait,96,1,3,Steve Harris
1233,The Clairvoyant,96,1,3,Steve Harris
1234,Fear Of The Dark,96,1,3,Steve Harris
1235,The Wicker Man,97,1,1,Adrian Smith/Bruce Dickinson/Steve Harris
1236,Ghost Of The Navigator,97,1,1,Bruce Dickinson/Janick Gers/Steve Harris
1237,Brave New World,97,1,1,Bruce Dickinson/David Murray/Steve Harris
1238,Blood Brothers,97,1,1,Steve Harris
1239,The Mercenary,97,1,1,Janick Gers/Steve Harris
1240,Dream Of Mirrors,97,1,1,Janick Gers/Steve Harris
1241,The Fallen Angel,97,1,1,Adrian Smith/Steve Harris
1242,The Nomad,97,1,1,David Murray/Steve Harris
1243,Out Of The Silent Planet,97,1,1,Bruce Dickinson/Janick Gers/Steve Harris
1244,The Thin Line Between Love & Hate,97,1,1,David Murray/Steve Harris
1256,Be Quick Or Be Dead,99,1,1,Bruce Dickinson/Janick Gers
1257,From Here To Eternity,99,1,1,Steve Harris
1258,Afraid To Shoot Strangers,99,1,1,Steve Harris
1259,Fear Is The Key,99,1,1,Bruce Dickinson/Janick Gers
1260,Childhood's End,99,1,1,Steve Harris
1261,Wasting Love,99,1,1,Bruce Dickinson/Janick Gers
1262,The Fugitive,99,1,1,Steve Harris
1263,Chains Of Misery,99,1,1,Bruce Dickinson/David Murray
1264,The Apparition,99,1,1,Janick Gers/Steve Harris
1265,Judas Be My Guide,99,1,1,Bruce Dickinson/David Murray
1266,Weekend Warrior,99,1,1,Janick Gers/Steve Harris
1267,Fear Of The Dark,99,1,1,Steve Harris
1268,01 - Prowler,100,1,6,Steve Harris
1269,02 - Sanctuary,100,1,6,David Murray/Paul Di'Anno/Steve Harris
1270,03 - Remember Tomorrow,100,1,6,Harris/Paul Di´Anno
1271,04 - Running Free,100,1,6,Harris/Paul Di´Anno
1272,05 - Phantom of the Opera,100,1,6,Steve Harris
1273,06 - Transylvania,100,1,6,Steve Harris
1274,07 - Strange World,100,1,6,Steve Harris
1275,08 - Charlotte the Harlot,100,1,6,Murray  Dave
1276,09 - Iron Maiden,100,1,6,Steve Harris
1289,2 Minutes To Midnight,102,1,3,Smith/Dickinson
1290,The Trooper,102,1,3,Harris
1291,Revelations,102,1,3,Dickinson
1292,Flight Of Icarus,102,1,3,Smith/Dickinson
1293,Rime Of The Ancient Mariner,102,1,3,
1294,Powerslave,102,1,3,
1295,The Number Of The Beast,102,1,3,Harris
1296,Hallowed Be Thy Name,102,1,3,Harris
1297,Iron Maiden,102,1,3,Harris
1298,Run To The Hills,102,1,3,Harris
1299,Running Free,102,1,3,Harris/Di Anno
1305,Be Quick Or Be Dead,103,1,1,
1306,The Number Of The Beast,103,1,1,
1307,Wrathchild,103,1,1,
1308,From Here To Eternity,103,1,1,
1309,Can I Play With Madness,103,1,1,
1310,Wasting Love,103,1,1,
1311,Tailgunner,103,1,1,
1312,The Evil That Men Do,103,1,1,
1313,Afraid To Shoot Strangers,103,1,1,
1314,Fear Of The Dark,103,1,1,
1315,Bring Your Daughter... To The Slaughter...,104,1,1,
1316,The Clairvoyant,104,1,1,
1317,Heaven Can Wait,104,1,1,
1318,Run To The Hills,104,1,1,
1319,2 Minutes To Midnight,104,1,1,Adrian Smith/Bruce Dickinson
1320,Iron Maiden,104,1,1,
1321,Hallowed Be Thy Name,104,1,1,
1322,The Trooper,104,1,1,
1323,Sanctuary,104,1,1,
1324,Running Free,104,1,1,
1325,Tailgunner,105,1,3,Bruce Dickinson/Steve Harris
1326,Holy Smoke,105,1,3,Bruce Dickinson/Steve Harris
1327,No Prayer For The Dying,105,1,3,Steve Harris
1328,Public Enema Number One,105,1,3,Bruce Dickinson/David Murray
